gvkey,conm,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
031786,CONCENTRA MANAGED CARE INC,C,99X,LU,81635,13715,19990901,19990930
031786,CONCENTRA MANAGED CARE INC,P,01,LU,81635,13715,19950509,19990831
031788,ORBITTRAVEL.COM CORP,C,01,LU,81101,13442,19941130,19990322
031788,ORBITTRAVEL.COM CORP,C,00X,LU,81101,13442,19941122,19941129
031789,ASB FINANCIAL CORP,P,01,LU,81601,13720,19950531,20050708
031789,ASB FINANCIAL CORP,C,00X,LU,81601,13720,19950511,19950530
031790,NETWORK CONNECTION INC,C,01,LU,81644,13722,19950511,20010323
031791,R B RUBBER PRODUCTS INC,P,01,LU,81640,13719,19950511,20030131
031793,ELECTROPHARMACOLOGY INC,C,01,LU,81613,13723,19950512,19970923
031794,FIRST WASHINGTON RLTY TR INC,P,01,LU,81707,13803,19950627,20010330
031802,DELPHI TECHNOLOGIES PLC,P,01,LC,17040,56123,20171205,E
031804,CONSTELLATION ALPHA CAP CRP,P,02,LC,16880,55985,20170810,E
031805,MYOMO INC,P,01,LC,16765,55972,20170612,E
031807,AG ASSOCIATES INC,P,01,LU,81597,13727,19950516,19990331
031810,ERD WASTE CORP,P,01,LU,81615,13730,19950517,19971121
031811,GARDEN FRESH RESTAURANT CORP,P,01,LU,81626,13729,19950517,20040331
031813,INTRAV INC,P,01,LC,81645,13732,19950518,19990916
031814,OPAL INC,P,01,LU,81634,13734,19950518,19970131
031819,TCG BDC INC,P,01,LC,16780,55983,20170614,E
031821,PLAN VISTA CORP,P,01,LU,81656,30887,19950519,20021004
031823,VENATOR MATERIALS PLC,P,01,LC,16875,56041,20170803,E
031825,ADOMANI INC,P,01,LC,16773,55977,20170615,E
031826,ZK INTERNATIONAL GROUP,P,01,LC,16937,56069,20170901,E
031831,JILIN CHEMICAL INDUSTRIAL CO,P,90,LU,81658,30888,19950522,20060131
031839,FFBW INC,P,01,LC,16983,56095,20171011,E
031843,HARMONIC INC,P,01,LU,81621,13739,19950523,E
031844,INTERACTIVE GROUP INC -OLD,P,01,LC,81623,13738,19950523,19970929
031845,RANGER ENERGY SERVICES,P,01,LC,16866,56036,20170811,E
031846,DARDEN RESTAURANTS INC,P,01,LC,81655,30886,19950530,E
031847,COMPDENT CORP,P,01,LU,81600,13741,19950525,19990630
031848,AVENUE THERAPEUTICS INC,P,01,LC,16778,55980,20170627,E
031849,BORDERS GROUP INC,P,01,LC,81654,30885,19950525,20110215
031850,MAXIS INC,P,01,LC,81629,13742,19950525,19970725
031851,NEXGEN INC,P,01,LU,81633,13746,19950525,19960131
031853,UUNET TECHNOLOGIES INC,P,01,LU,81648,13744,19950525,19960830
031854,EZENIA INC,P,01,LU,81650,13745,19950525,20030811
031857,NUMBER NINE VISUAL TECH CORP,C,01,LU,81632,13748,19950531,19990920
031857,NUMBER NINE VISUAL TECH CORP,C,00X,LU,81632,13748,19950526,19950530
031858,RECKSON ASSOCS REALTY CORP,N,03,LC,86873,30890,19990607,20031125
031858,RECKSON ASSOCS REALTY CORP,P,01,LC,81660,30890,19950526,20070125
031879,BELMONT HOMES INC,C,01,LU,81685,13752,19950601,19971231
031880,COMPUTER LEARNING CTRS INC,C,01,LU,81607,13749,19950531,20010119
031881,FEI CO,P,01,LC,81705,13750,19950601,20160919
031882,PHAROL SGPS SA,P,90,LC,81669,30904,19950602,20150327
031887,RESMED INC,P,01,LU,81736,13753,19950602,E
031888,INTELIDATA TECHNOLOGIES CORP,P,01,LC,84223,15126,19961108,20050818
031888,INTELIDATA TECHNOLOGIES CORP,P,01,LC,81759,13754,19950602,19961107
031894,BWC FINANCIAL CORP,P,01,LU,86245,16220,19980721,20061031
031895,BAR HARBOR BANKSHARES,P,01,LU,85332,32069,19970923,E
031958,SAFETY INCOME AND GROWTH INC,P,01,LC,16770,55975,20170622,E
031966,TPG RE FINANCE TRT INC,P,01,LC,16813,55998,20170720,E
031994,GRANITE POINT MORTGE TRS INC,P,01,LC,16764,55969,20170623,E
032018,KALA PHARMECUTICAL INC,P,01,LC,16824,56008,20170720,E
032042,ATLANTIC ACQUI CORP,P,02,LC,16922,56042,20170907,E
032046,AKCEA THERAPEUTICS INC,P,01,LC,16814,55999,20170714,E
032050,ALLIANZGI CON INCM 2024 TARG,P,01,LC,16754,55966,20170628,E
032074,EXELA TECHNOLOGIES INC,P,01,LC,15271,55174,20170713,E
032086,CISION LTD,P,01,LC,15899,55455,20170701,E
032086,CISION LTD,C,01,LC,15899,55455,20170630,20170630
032090,OSPREY ENERGY ACQ CORP,P,03,LC,16905,56011,20170815,E
032102,REDFIN CORP,P,01,LC,16829,56014,20170728,E
032106,BAKER HUGHES A GE CO,P,01,LC,75034,20253,20170705,E
032130,CLEMENTIA PHARMACEUTICALS,P,01,LC,16879,56044,20170802,E
032154,JBG SMITH PPTYS,P,01,LC,16809,55997,20170718,E
032192,YOGAWORKS INC,P,01,LC,16913,56051,20170811,E
032193,CALYXT INC,P,01,LC,16818,56002,20170720,E
032218,I-AM CAPITAL ACQSTN CO,P,02,LC,16988,56047,20171009,E
032219,PETIQ INC,P,01,LC,16827,56012,20170721,E
032228,PENSARE ACQUISITION CORP,P,02,LC,16911,56017,20170808,E
032238,EAGLE FINANCIAL BANCORP,P,01,LC,16821,56005,20170721,E
032250,EATON VANCE FLTNG RATE 2022,P,01,LC,16841,56020,20170727,E
032253,PDL COMMUNITY BANCORP,P,01,LC,16995,56103,20171002,E
032280,STARZ,P,01,LC,91275,41998,20060510,20110925
032280,STARZ,P,01,LC,89130,41998,20010810,20060509
032280,STARZ,P,01,LC,86746,20103,19990310,20010809
032280,STARZ,P,01,LC,81875,4388,19950811,19990309
032280,STARZ,P,01,LC,13008,53884,20110926,20161230
032283,CHINA INT NATNWD FIN SVC INC,P,01,LC,16877,56043,20170808,E
032285,PQ GROUP HOLDINGS INC,P,01,LC,16961,56079,20170929,E
032294,RETO ECO SOLUTIONS INC,P,01,LC,17120,56159,20171129,E
032315,TDH HOLDINGS INC- REDH,P,01,LC,16931,56065,20170921,E
032332,DESPEGAR COM CORP,P,01,LC,16963,56081,20170920,E
032334,ZAI LAB LIMITED -ADS,P,90,LC,16938,56070,20170920,E
032347,MUSTANG BIO INC,P,01,LC,16903,56049,20170822,E
032348,KRYSTAL BIOTECH INC,P,01,LC,16928,56062,20170920,E
032352,HAMILTON BEACH BND HDNG,P,01,LC,16920,56056,20171002,E
032356,CELCUITY INC,P,01,LC,16923,56058,20170920,E
032366,SECOO HOLDING LTD -ADS,P,90,LC,16933,56067,20170922,E
032371,RYB EDUCATION INC,P,90,LC,16962,56080,20170927,E
032372,CONSOL ENERGY INC,P,01,LC,17039,56122,20171129,E
032378,NIGHTSTAR THRPUTC -ADS,P,90,LC,16930,56064,20170928,E
032380,RESTORATION ROBOTIC INC,P,01,LC,16987,56097,20171012,E
032381,NUCANA PLC -ADS,P,90,LC,16929,56063,20170928,E
032382,ROKU INC,P,01,LC,16932,56066,20170928,E
032383,DECIPHERA PHRMCTAL INC,P,01,LC,16924,56059,20170928,E
032413,BP MIDSTREAM PARTNERS,P,01,LC,17002,56107,20171026,E
032451,OPTINOSE INC,P,01,LC,16992,56102,20171013,E
032453,QUDIAN INC,P,90,LC,17019,56110,20171018,E
032459,ACER THERAPEUTICS INC,P,01,LC,91471,51208,20170921,E
032469,SWITCH INC,P,01,LC,16966,56084,20171006,E
032478,XAI OCTAGON FLOATNG RATE ALT,P,01,LC,17031,56114,20171003,E
032502,ANGI HOMESERVICES INC,P,01,LC,16921,56057,20171002,E
032519,METROPOLITAN BANK HLDNG,P,01,LC,17093,56141,20171108,E
032524,AQUANTIA CORP,P,01,LC,17046,56129,20171103,E
032525,SPERO THERAPEUTICS INC,P,01,LC,17044,56127,20171102,E
032526,MONGODB INC,P,01,LC,16968,56086,20171019,E
032528,FUNKO INC,P,01,LC,17043,56126,20171102,E
032529,ALLENA PHARMACEUTICALS,P,01,LC,17042,56125,20171102,E
032530,ALTAIR ENGINEERING INC,P,01,LC,17034,56117,20171101,E
032541,CARGURUS INC,P,01,LC,16967,56085,20171012,E
032545,RISE EDN CYN LTD -ADS,P,90,LC,16998,56104,20171020,E
032546,SEA LTD - ADR - REDH,P,90,LC,17023,56112,20171020,E
032547,NEXA RESOURCES SA,P,01,LC,17033,56116,20171027,E
032557,FORESCOUT TECH INC,P,01,LC,16984,56096,20171027,E
032561,LEGACY ACQUISITION,P,01,LC,17090,56138,20171201,E
032561,LEGACY ACQUISITION,J,01,LC,17090,56138,20171130,20171130
032571,BANDWIDTH INC,P,01,LC,17106,56150,20171110,E
032574,NATIONAL VISION HLDGS INC,P,01,LC,16971,56087,20171026,E
032592,FAT BRANDS INC,P,01,LC,16981,56093,20171023,E
032600,CBTX INC,P,01,LC,17108,56153,20171108,E
032601,SCPHARMACEUTICALS INC,P,01,LC,17122,56161,20171117,E
032607,ARSANIS INC,P,01,LC,17105,56149,20171116,E
032610,EVOQUA WATER TECH-  REDH,P,01,LC,17035,56118,20171102,E
032615,FOUR SEASONS EDN -ADR,P,90,LC,17058,56133,20171108,E
032619,MERCHANTS BANCORP,P,01,LC,16991,56101,20171027,E
032625,PPDAI GROUP INC -ADR,P,90,LC,17094,56142,20171110,E
032639,SOGOU INC,P,90,LC,17098,56144,20171109,E
032640,INFLARX NV,P,01,LC,17115,56156,20171108,E
032641,SAILPOINT TECHNO HLDG,P,01,LC,17037,56120,20171117,E
032654,JIANPU TECH -ADR,P,90,LC,17088,56137,20171116,E
032675,SENDGRID INC,P,01,LC,17097,56143,20171115,E
032688,STITCH FIX INC,P,01,LC,17038,56121,20171117,E
032698,STERLING BANCORP INC,P,01,LC,17121,56160,20171117,E
032741,ICLICK INTRC ASIA -ADR,P,90,LC,17146,56174,20171222,E
032748,NEWMARK GROUP INC,P,01,LC,17126,56164,20171215,E
032750,LEXINFINTECH HLDG -ADR,P,90,LC,17150,56178,20171221,E
032763,LUTHER BURBANK CORP - REDH,P,01,LC,17148,56176,20171208,E
032775,DENALI THERAPEUTCS INC,P,01,LC,17125,56163,20171208,E
032792,QUANTERIX CORPORATION,P,01,LC,17155,56181,20171207,E
032795,ODONATE THERAPEUTICS,P,01,LC,17154,56180,20171207,E
032819,DOGNESS (INTL) CORP,P,01,LC,17141,56172,20171220,E
060796,MED-DESIGN CORP,P,01,LU,81721,13755,19950606,20060630
060797,AVANT CORP,P,01,LU,81683,13757,19950607,20020628
060798,3TEC ENERGY CORP,P,01,LU,82264,14001,19950929,20030630
060800,SINCLAIR BROADCAST GP  -CL A,P,01,LC,81740,13758,19950607,E
060801,SOCKET MOBILE INC,P,01,LC,81741,13759,20160622,E
060801,SOCKET MOBILE INC,P,01,LC,81741,13759,19950607,20120727
060802,TRUMP ENTERTAINMENT RESORTS,P,02,LC,90911,47449,20050920,20090225
060802,TRUMP ENTERTAINMENT RESORTS,P,01,LC,81676,30911,19950607,20040809
060804,UNITED AIR SPECIALISTS INC,P,01,LU,81905,13857,19950720,19970331
060812,NS & L BANCORP INC,C,01,LU,81731,13760,19950608,20010221
060813,ORAVAX INC,P,01,LU,81733,13761,19950608,19981116
060814,SITEL CORP,P,01,LU,81747,13763,19950608,20070131
060815,YES ENTERTAINMENT CORP,P,01,LU,81764,13762,19950608,19981207
060817,AMERICAN RADIO SYS CORP-CL A,P,01,LU,81679,13765,19950609,19980630
060818,GLOBAL CAPITAL PARTNERS INC,P,01,LU,81694,13768,19950613,20011204
060821,NYNEX CABLECOMMS GROUP PLC,P,90,LU,81732,13769,19950609,19970630
060822,TELTREND INC,P,01,LU,81754,13767,19950609,20000331
060823,YARDVILLE NATIONAL BANCORP,P,01,LU,81763,13766,19950609,20071031
060825,WASTE SYSTEMS INTL INC,P,01,LU,82556,14123,19951114,20010111
060832,WORLD COLOR PRESS INC-OLD,P,01,LU,82803,31576,19960125,19991029
060835,US ONCOLOGY INC,P,01,LC,81682,13772,19950613,20040831
060840,RED ROOF INNS INC,C,99X,LU,82858,31520,19990901,19990930
060840,RED ROOF INNS INC,P,01,LU,82858,31520,19960201,19990831
060845,LOGANSPORT FINANCIAL CORP,P,01,LU,81718,13775,19950614,20040715
060846,TRANSWITCH CORP,P,01,LC,81756,13776,19950614,E
060847,WESTERN PWR & EQUIP CORP,P,01,LU,81762,13777,19950614,20020124
060848,MCDERMOTT (J RAY) S A,P,01,LU,81194,30845,19950131,19990630
060850,CRW FINANCIAL INC,P,01,LU,81609,13724,19950515,19990730
060852,GOLF TRAINING SYSTEMS INC,P,01,LU,81619,13609,19950515,19980716
060860,DATALOGIX INTERNATIONAL INC,P,01,LU,81697,13781,19950615,19970131
060868,CLICKACTION INC,P,01,LU,81725,13778,19950615,20021231
060875,SEROLOGICALS CORP,P,01,LU,81743,13780,19950615,20060731
060881,PSINET INC,P,01,LU,81639,13700,19950502,20010402
060882,CML HOLDINGS INTL LLC,P,01,LU,81689,13782,19950616,20020801
060883,EAGLE POINT SOFTWARE CORP,P,01,LU,81701,13784,19950616,20011231
060886,MAFCO CONSOLIDATED GROUP INC,P,01,LU,81667,30902,19950629,19970731
060887,M & F WORLDWIDE CORP,P,01,LC,81670,30905,19950629,20111230
060888,GLOWPOINT INC,P,01,LC,81761,13783,20111215,E
060888,GLOWPOINT INC,P,01,LC,81761,13783,19950616,20051004
060893,VOYAGER LEARNING CO,P,01,LC,81653,30884,19990525,20070327
060894,CAMERON INTERNATIONAL CORP,P,01,LC,81857,13833,19950719,20160401
060897,DIVERSINET CORP,P,01,LC,81752,13789,19950620,20030429
060898,BWAY CORP,P,01,LU,81687,13792,19950621,20030228
060899,CLARE INC,P,01,LU,81692,13795,19950621,20020628
060900,DISH NETWORK CORP,P,01,LU,81696,13790,19950621,E
060901,HNC SOFTWARE INC,P,01,LU,81712,13791,19950621,20020830
060902,HAWAIIAN HOLDINGS INC,P,01,LU,81666,30898,19950621,E
060904,PROMUS HOTEL CORP,P,01,LU,81671,30906,19950703,19991231
060905,STUDIO PLUS HOTELS INC,P,01,LU,81749,13794,19950621,19970430
060906,VIDAMED INC,P,01,LU,81760,13793,19950621,20020430
060907,SPINE-TECH INC,P,01,LU,81751,13797,19950622,19980227
060911,NATURAL HEALTH TRENDS CORP,P,01,LC,81728,13796,20150217,E
060911,NATURAL HEALTH TRENDS CORP,P,01,LC,81728,13796,20050222,20091110
060911,NATURAL HEALTH TRENDS CORP,P,01,LC,81728,13796,19950626,20000723
060913,RAUMA OY,P,90,LU,81674,30908,19950622,19990730
060914,LIFE STORAGE INC,P,01,LU,81675,30909,19950621,E
060916,REMOTE DYNAMICS INC,P,02,LC,90293,45432,20040706,20060209
060916,REMOTE DYNAMICS INC,C,01,LC,81713,13799,20040701,20040702
060916,REMOTE DYNAMICS INC,P,01,LC,81713,13799,19950623,20040630
060920,ENERGYCONNECT GROUP INC,P,01,LU,81722,13798,19950623,19991029
060921,PHYSICIANS RESOURCE GRP INC,C,01,LU,81668,30903,19950623,19981112
060923,DAVE & BUSTER'S ENTMT INC,P,01,LC,81695,13801,19950630,20060308
060923,DAVE & BUSTER'S ENTMT INC,P,03,LC,15014,55082,20141010,E
060928,USDATA CORP,C,01,LU,81758,13785,19950728,20030523
060931,SYSTEMAX INC,P,01,LU,81665,30897,19950627,E
060932,MERIT HOLDING CORP,P,01,LU,81723,13804,19950627,19991029
060933,SPYGLASS INC,P,01,LU,81750,13805,19950627,20000731
060935,BUSINESS RESOURCE GROUP,P,01,LU,81686,13807,19950628,20000831
060936,FORT THOMAS FINANCIAL CORP,P,01,LU,81706,13806,19950628,20000630
060938,NORTHEAST INDIANA BANCORP,P,01,LU,81726,13810,19950628,20050616
060939,SOS STAFFING SERVICES INC,P,01,LU,81748,13808,19950628,20031128
060942,MAKEMUSIC INC,P,01,LU,81691,13819,19950629,20130531
060943,FIRST BELL BANCORP INC,P,01,LC,81704,13816,19950629,20030829
060944,INSTENT INC,P,01,LC,81716,13812,19950629,19960628
060945,PARADIGM TECHNOLOGY INC,P,01,LU,81735,13814,19950629,19980930
060946,WSR ENERGY RESOURCES INC,P,01,LC,81738,13818,19950629,19970917
060949,COMMUNITY FINANCIAL CORP/IL,P,01,LU,81688,13822,19950630,20020228
060950,DENDRITE INTERNATIONAL INC,P,01,LU,81698,13821,19950630,20070531
060951,DISCREET LOGIC INC,P,01,LU,81699,13831,19950630,19990331
060952,GFSB BANCORP INC,P,01,LU,81710,13820,19950630,20050630
060953,GREAT AMERICAN BANCORP INC,P,01,LC,81709,13827,19950630,20050128
060954,HF BANCORP INC,P,01,LU,81711,13825,19950630,19990630
060955,INFERENCE CORP  -CL A,P,01,LU,81715,13823,19950630,20000630
060956,INTEGRATED COMMUN NETWRK INC,C,01,LU,81714,13813,19950629,19960627
060958,METRA BIOSYSTEMS INC,P,01,LU,81724,13826,19950630,19990831
060959,MOBILEMEDIA CORP  -CL A,C,01,LU,81720,13830,19950630,19970602
060960,Q-ENTERTAINMENT INC,C,01,LU,83158,14372,19960214,19971104
060961,SFS BANCORP INC,P,01,LU,81744,13829,19950630,19990930
060962,SEER TECHNOLOGIES INC,P,01,LU,81742,13828,19950630,19981013
060964,TELESOFT CORP,C,01,LU,81755,13824,19950630,20021023
060965,CROCKER REALTY TRUST INC,P,01,LU,81772,11906,19950703,19960930
060968,JUST LIKE HOME INC,P,01,LU,81873,13834,19950706,19980717
060969,LEGATO SYSTEMS INC,P,01,LU,81877,13835,19950706,20031031
060970,SOURCE MEDIA INC,P,01,LU,82750,14202,19951208,20010307
060973,CLEARSTORY SYSTEMS INC,C,01,LU,82712,12997,19951229,20010626
060973,CLEARSTORY SYSTEMS INC,C,00X,LU,82712,12997,19951213,19951228
060974,MIDCOM COMMUNICATIONS INC,P,01,LU,81879,13836,19950707,19971219
060975,TEXARKANA FIRST FINANCIAL CP,P,01,LU,81783,30927,19950707,20001130
060976,COMET SOFTWARE INTL LTD,C,01,LU,80807,13288,19940823,19951113
060977,FRANKFORT FIRST BANCORP INC,P,01,LU,81865,13837,19950710,20050331
060979,WABTEC CORP,P,01,LU,81677,30913,19950616,E
060982,ONTRAK SYSTEMS INC,P,01,LU,81887,13839,19950711,19970829
060983,AMERICAN RIVER BANKSHARES,P,01,LC,88719,40193,20001026,E
060984,CCF HOLDING CO,P,01,LC,81855,13840,19950712,20090313
060990,BNCCORP INC,P,01,LC,81851,13845,19950713,20080128
060992,SUNEDISON INC,P,01,LC,81776,30922,19950713,20171229
060993,MARTIN INDUSTRIES INC/DE,P,01,LU,81884,13843,19950713,20010521
060994,SEL-LEB MARKETING INC,C,01,LC,81899,13842,19950717,20030522
060996,TELE-COMMUN INTL INC  -SER A,P,01,LU,81902,13846,19950713,19981130
061004,ACACIA RESEARCH CORP,P,01,LC,89611,14801,20021216,E
061004,ACACIA RESEARCH CORP,P,01,LC,83730,14801,19960708,20021213
061008,WORLD SURVEILLANCE GROUP INC,P,01,LC,90686,46674,20050523,20061010
061019,HABERSHAM BANCORP INC,P,01,LC,81870,13849,19950717,20091223
061027,PIXTECH INC,P,01,LU,81890,13851,19950718,20020212
061028,WAYSIDE TECHNOLOGY GROUP INC,P,01,LU,81893,13852,19950718,E
061029,BT OFFICE PRODUCTS INTL INC,P,01,LU,81767,30915,19950719,19981030
061030,DESWELL INDUSTRIES INC,P,01,LU,81861,13856,19950719,E
061033,PLAY BY PLAY TOYS &NOVELTIES,P,01,LU,81888,13854,19950719,20010501
061034,TEEKAY CORP,P,01,LU,81784,30928,19950720,E
061037,CSI COMPUTER SPECIALISTS INC,P,01,LU,81858,13859,19950724,19980824
061038,EXOGEN INC,P,01,LU,81862,13861,19950720,19990930
061039,IMNET SYSTEMS INC,P,01,LU,81871,13862,19950720,19981130
061042,ROCKFORD INDUSTRIES INC,P,01,LU,81897,13858,19950720,19990226
061045,IMPRINT RECORDS INC,C,01,LU,81907,13860,19950720,19970620
061046,ALIGN-RITE INTERNATIONAL INC,P,01,LU,81878,13864,19950721,20000630
061047,BIOMEDICAL TECHNOLOGY SOLTNS,P,01,LC,81769,30917,19950720,20070503
061048,INTEGRATED MEASURMNT SYS INC,P,01,LU,81872,13863,19950721,20010831
061049,MS FINANCIAL INC,P,01,LU,81883,13865,19950721,19970829
061050,R F MANAGEMENT CORP,C,01,LU,81895,13867,19950721,19980323
061052,UNISON SOFTWARE INC,P,01,LU,81906,13866,19950721,19971231
061055,AUBURN NATIONAL BANCORP,P,01,LU,82251,13966,19950906,E
061058,DLB OIL & GAS INC,P,01,LU,81859,13871,19950725,19980430
061059,MINIMED INC,P,01,LU,81882,13872,19950725,20010831
061060,TARRANT APPAREL GROUP,P,01,LU,81901,13870,19950725,20090831
061061,CONTINUCARE CORP,P,01,LC,82231,13721,19950815,20111004
061062,THENETDIGEST.COM INC  -CL A,P,01,LC,81856,13869,19950726,19981210
061064,LRI HOLDINGS INC,P,01,LU,81894,13874,19950726,19990226
061065,VISEON INC,C,01,LU,81898,13873,19950731,19991220
061065,VISEON INC,C,00X,LU,81898,13873,19950725,19950730
061068,CICERO INC,P,01,LU,81849,13880,19950731,20030122
061068,CICERO INC,C,00X,LU,81849,13880,19950727,19950730
061069,ASTEA INTERNATIONAL INC,P,01,LC,81850,13882,19950727,E
061071,NEW DOVER CAPITAL CORP,C,01,LU,86243,16238,19980729,20001017
061075,BULLET SPORTS INTL INC,C,01,LU,82601,14147,19951117,19970415
061076,CAPITAL BANCORP/FL,C,01,LU,81853,13878,19950727,19971231
061077,GSE SYSTEMS INC,P,01,LU,81869,13876,19950727,E
061078,RED LION HOTELS INC,P,01,LU,81778,30924,19950727,19961129
061079,SANTA ISABEL SA,P,90,LU,81779,30925,19950731,20021031
061081,TESMA INTERNATNAL INC  -CL A,P,01,LU,81904,13879,19950727,20050228
061083,FALCON DRILLING CO INC,P,01,LU,81866,13884,19950728,19980130
061084,FORCENERGY INC,P,02,LC,81864,13883,20000426,20001207
061084,FORCENERGY INC,P,01,LC,81864,13883,19950728,19990321
061086,KERAVISION INC,P,01,LU,81874,13887,19950728,20010213
061087,PERCON INC,P,01,LU,81891,13885,19950728,20000131
061088,TELCOM SEMICONDUCTOR INC,P,01,LU,81903,13888,19950728,20010131
061090,BELL ROSE CAP INC,C,01,LC,81538,13666,19950428,19981007
061090,BELL ROSE CAP INC,C,00X,LC,81538,13666,19950411,19950427
061093,CYBEX COMPUTER PRODS,P,01,LU,81854,13886,19950728,20000731
061094,GRAND UNION CO,C,02,LU,82175,22333,19980930,20000726
061094,GRAND UNION CO,P,01,LU,82175,22333,19950814,19980831
061095,PALM HARBOR HOMES INC,P,01,LC,81889,13889,19950731,20101208
061098,INDUSTRIAL BANCORP INC,P,01,LC,82180,13897,19950801,20010629
061099,FUSION ROAD INC,P,01,LU,82183,13893,19950831,19981109
061099,FUSION ROAD INC,C,00X,LU,82183,13893,19950801,19950830
061100,METALLICA RESOURCES INC,P,01,LC,83882,14920,20031030,20080630
061100,METALLICA RESOURCES INC,P,01,LC,83882,14920,19960821,19990317
061102,ON TECHNOLOGY CORP,P,01,LU,82204,13891,19950801,20040227
061103,ORION NETWORK SYSTEMS INC,P,01,LU,82202,13890,19950801,19980331
061104,PET PRACTICE INC,P,01,LU,82225,13894,19950801,19960731
061105,SMARTFLEX SYSTEMS INC,P,01,LU,82214,13892,19950801,19990831
061108,ORTHOMETRIX INC,C,01,LU,82205,13898,19950831,19980923
061108,ORTHOMETRIX INC,C,00X,LU,82205,13898,19950802,19950830
061109,PURE ATRIA CORP,P,01,LU,82209,13899,19950802,19970829
061111,SEQUANA THERAPEUTICS INC,P,01,LU,82216,13896,19950801,19980108
061112,WHITE RIVER CAPITAL INC,P,01,LC,91728,51646,20070119,20130228
061112,WHITE RIVER CAPITAL INC,P,01,LC,82221,13900,19950802,20021111
061113,AMER INSD MTG SER 86  -LP,P,01,LU,80170,30093,19940118,20040227
061114,AMER INSD MTG SER 88  -LP,P,01,LU,80171,30094,19940118,20040227
061117,LEGAL RESEARCH CENTER INC,C,01,LU,82188,13901,19950803,19971029
061120,PEOPLES BANCORP INC/DE,P,01,LU,82220,13902,19950803,19990730
061121,AMBASSADORS INTERNATIONL INC,P,01,LC,82155,13907,19950804,20110412
061122,AMCON DISTRIBUTING CO,P,01,LU,82171,13913,19950804,E
061127,MOOVIES INC,P,01,LU,82192,13910,19950804,19980331
061128,NATIONAL MEDICAL FINL SVC CP,C,01,LU,82195,13909,19950831,19981211
061128,NATIONAL MEDICAL FINL SVC CP,C,00X,LU,82195,13909,19950804,19950830
061129,REDWOOD TRUST INC,P,01,LU,82213,13912,19950804,E
061131,CELERIS CORP,P,01,LU,82218,13911,19950804,20010521
061132,THERMOSPECTRA CORP,P,01,LU,81922,30937,19950804,19991231
061140,WINDTREE THERAPEUTICS INC,P,01,LC,82156,13915,19950808,20170504
061142,USA DETERGENTS INC,P,01,LU,82222,13916,19950808,20010531
061143,NETSCAPE COMMUNICATIONS CORP,P,01,LU,82200,13918,19950809,19990331
061144,POLAR EXPRESS CORP,P,01,LU,82208,13563,19950809,19951229
061146,USA BRIDGE CONSTRUCTION/NY,C,01,LU,82223,13920,19950809,19981201
061147,WFS FINANCIAL INC,P,01,LU,82228,13917,19950809,20060228
061149,COMMUNITY CARE AMERICA INC,P,01,LU,82161,13923,19950810,19971031
061150,ALLIED SECURITY INNOVATIONS,P,01,LU,82170,13921,19950831,19970707
061150,ALLIED SECURITY INNOVATIONS,C,00X,LU,82170,13921,19950810,19950830
061151,OAKLEY INC,P,01,LU,81920,30936,19950810,20071130
061152,PUDGIES CHICKEN INC,C,01,LU,82210,13925,19950810,19970709
061153,GRAFTECH INTERNATIONAL LTD,C,01,LU,81925,30940,20150801,20150831
061153,GRAFTECH INTERNATIONAL LTD,P,01,LU,81925,30940,19950810,20150731
061154,SHC CORP,C,01,LC,82226,13924,19950810,19961023
061155,ATLAS AIR WORLDWIDE HLDG INC,P,02,LC,91262,13927,20060531,E
061155,ATLAS AIR WORLDWIDE HLDG INC,P,01,LC,82157,13927,19950811,20030905
061156,PACIFIC CHEMICAL INC,C,01,LC,82159,13931,19950811,19980601
061159,NEWSEDGE CORP,P,01,LU,82172,13930,19950811,20010928
061160,HPR INC,P,01,LC,82177,13928,19950811,19971222
061161,KUSHI MACROBIOTICS CORP,P,01,LC,82185,13932,19950815,19960929
061162,VIANET TECH GROUP LTD,P,01,LU,82199,13929,19950831,19970303
061162,VIANET TECH GROUP LTD,C,00X,LU,82199,13929,19950811,19950830
061163,SUNSTONE HOTEL INVESTORS INC,P,02,LC,90394,45703,20041021,E
061163,SUNSTONE HOTEL INVESTORS INC,P,01,LC,82217,13926,19950811,19991122
061164,VIDEOLAN TECHNOLOGIES INC,C,01,LU,82219,13922,19950814,19980130
061166,CELLEGY PHARMACEUTICALS -OLD,P,01,LU,82163,13934,19950814,20051228
061167,VION PHARMACEUTICALS INC,P,01,LC,82201,13935,19950814,20080814
061168,ADVANCED THERAPEUTIC SYS LTD,P,01,LU,81911,30941,19960131,19961031
061169,BRAKE HEADQUARTERS USA INC,C,01,LU,83627,14694,19960606,19990317
061171,CUTTER & BUCK INC,P,01,LU,82160,13937,19950815,20070629
061174,HELIX BIOPHARMA CORP,C,01,LC,12104,53504,20100915,20120719
061175,SOCRATES TECHNOLOGIES CORP,C,01,LU,82193,13942,19950817,20000629
061176,NHP INC,P,01,LU,82194,13941,19950815,19971208
061179,KFORCE INC,P,01,LU,82212,13938,19950815,E
061180,VANTIVE CORP,P,01,LU,82227,13940,19950815,19991231
061181,INTEGRA LIFESCIENCES HLDGS,P,01,LU,82179,13943,19950816,E
061186,PLAYNET TECHNOLOGIES INC,P,01,LU,82475,14018,19951004,19970805
